timestamp,fold,delay_days,run_id,method,target_pos_rate,train_rows,val_rows,train_pos,train_neg,synth_rows,final_train_rows,final_pos_rate,pr_auc,recall_at_1pct_fpr,notes
24-12-2025 00:19,0,,,baseline,,118108,118108,2826,115282,0,118108,0.0239272530226572,0.5466949943595965,0.45815722738799664,
24-12-2025 00:23,0,,,ctgan,0.05,118108,118108,2826,115282,3391,121499,0.0511691454250652,0.5238874920579538,0.4224429416737109,
24-12-2025 00:30,0,,,ctgan,0.1,118108,118108,2826,115282,10298,128406,0.1022070619752971,0.5244550235358045,0.41927303465765,
24-12-2025 00:35,0,,,ctgan,0.2,118108,118108,2826,115282,26701,144809,0.2039030723228528,0.523710584739655,0.4207523245984784,
24-12-2025 01:27,0,,,baseline,,118108,118108,2826,115282,0,118108,0.0239272530226572,0.5466949943595965,0.45815722738799664,
24-12-2025 01:33,0,,,ctgan,0.05,118108,118108,2826,115282,3391,121499,0.0511691454250652,0.5258052053566805,0.4222316145393068,
24-12-2025 01:37,0,,,ctgan,0.1,118108,118108,2826,115282,10298,128406,0.1022070619752971,0.5244512693446602,0.4277261200338123,
24-12-2025 01:43,0,,,ctgan,0.2,118108,118108,2826,115282,26701,144809,0.2039030723228528,0.525269712686763,0.4241335587489434,
24-12-2025 02:02,0,,,baseline,,118108,118108,2826,115282,0,118108,0.0239272530226572,0.5466949943595965,0.45815722738799664,
24-12-2025 02:07,0,,,ctgan,0.05,118108,118108,2826,115282,3391,121499,0.0511691454250652,0.5185671590278474,0.4129332206255283,
20-02-2026 14:43,0,,,baseline,,118108,118108,2826,115282,0,118108,0.0239272530226572,0.5466949943595965,0.45815722738799664,
20-02-2026 14:51,0,,,baseline,,118108,118108,2826,115282,0,118108,0.0239272530226572,0.5466949943595965,0.45815722738799664,
20-02-2026 15:03,0,,,baseline,,196846,196847,5835,191011,0,196846,0.0296424616197433,0.5466949943595965,0.45815722738799664,
20-02-2026 15:17,0,,,baseline,,196846,196847,5835,191011,0,196846,0.0296424616197433,0.5466949943595965,0.45815722738799664,
20-02-2026 15:23,0,,,baseline,,196846,196847,5835,191011,0,196846,0.0296424616197433,0.5466949943595965,0.45815722738799664,
20-02-2026 16:03,0,,,baseline,,196846,196847,5835,191011,0,196846,0.0296424616197433,0.5466949943595965,0.45815722738799664,
20-02-2026 16:35,0,,,baseline,,196846,196847,5835,191011,0,196846,0.0296424616197433,0.5466949943595965,0.45815722738799664,
20-02-2026 16:45,0,,,baseline,,196846,196847,5835,191011,0,196846,0.0296424616197433,0.5466949943595965,0.45815722738799664,
