timestamp,fold,method,target_pos_rate,train_rows,val_rows,train_pos,train_neg,synth_rows,final_train_rows,final_pos_rate,pr_auc,recall_at_1pct_fpr,notes
20-02-2026 16:58,0,baseline,,118108,118108,2826,115282,0,118108,0.02392725302265723,0.5434769390312724,0.45752324598478444,
20-02-2026 16:58,0,ctgan,0.05,118108,118108,2826,115282,3391,121499,0.051169145425065225,0.5485392059555186,0.45604395604395603,
20-02-2026 16:58,0,ctgan,0.1,118108,118108,2826,115282,10298,128406,0.10220706197529711,0.554985920511248,0.4619611158072697,
20-02-2026 16:59,0,ctgan,0.2,118108,118108,2826,115282,26701,144809,0.20390307232285287,0.5464756029749623,0.4562552831783601,
20-02-2026 16:59,0,tabddpm,0.05,118108,118108,2826,115282,3391,121499,0.051169145425065225,0.5519551386192652,0.46639898562975485,
20-02-2026 17:00,0,tabddpm,0.1,118108,118108,2826,115282,10298,128406,0.10220706197529711,0.5521443727439841,0.4642857142857143,
20-02-2026 17:00,0,tabddpm,0.2,118108,118108,2826,115282,26701,144809,0.20390307232285287,0.5523865884858846,0.45984784446322907,
20-02-2026 17:00,1,baseline,,236216,118108,7558,228658,0,236216,0.0319961391269008,0.5778163924869011,0.4785553047404063,
20-02-2026 17:01,1,ctgan,0.05,236216,118108,7558,228658,4875,241091,0.051569739227096824,0.5799235637670047,0.48623024830699774,
20-02-2026 17:02,1,ctgan,0.1,236216,118108,7558,228658,18689,254905,0.10296777230733019,0.5754975173247373,0.481489841986456,
20-02-2026 17:03,1,ctgan,0.2,236216,118108,7558,228658,50000,286216,0.20109986863068452,0.5768197224336961,0.48103837471783295,
20-02-2026 17:03,1,tabddpm,0.05,236216,118108,7558,228658,4875,241091,0.051569739227096824,0.5506236643906282,0.44288939051918735,
20-02-2026 17:03,1,tabddpm,0.1,236216,118108,7558,228658,18689,254905,0.10296777230733019,0.5618305152117138,0.46410835214446955,
20-02-2026 17:04,1,tabddpm,0.2,236216,118108,7558,228658,50000,286216,0.20109986863068452,0.5611359001415008,0.4688487584650113,
20-02-2026 17:05,2,baseline,,354324,118108,11988,342336,0,354324,0.03383344057980831,0.6007340496930021,0.5046627629581436,
20-02-2026 17:06,2,ctgan,0.05,354324,118108,11988,342336,6661,360985,0.051661426375057135,0.5981741144174484,0.5003253090435914,
20-02-2026 17:07,2,ctgan,0.1,354324,118108,11988,342336,27382,381706,0.10314220892519374,0.5919660759350103,0.4914335285187595,
20-02-2026 17:08,2,ctgan,0.2,354324,118108,11988,342336,50000,404324,0.15331268982301322,0.5996482578976076,0.4968553459119497,
20-02-2026 17:08,2,tabddpm,0.05,354324,118108,11988,342336,6661,360985,0.051661426375057135,0.6051643635889506,0.5083495987855129,
20-02-2026 17:09,2,tabddpm,0.1,354324,118108,11988,342336,27382,381706,0.10314220892519374,0.5957220142943713,0.49924094556495335,
20-02-2026 17:10,2,tabddpm,0.2,354324,118108,11988,342336,50000,404324,0.15331268982301322,0.5921267430266458,0.49793970939058774,
20-02-2026 17:11,3,baseline,,472432,118108,16599,455833,0,472432,0.03513521522674162,0.5336896271880447,0.4453740157480315,
20-02-2026 17:12,3,ctgan,0.05,472432,118108,16599,455833,8266,480698,0.051726863852148336,0.5368575589492922,0.45054133858267714,
20-02-2026 17:13,3,ctgan,0.1,472432,118108,16599,455833,35894,508326,0.10326640777768598,0.5300350502838393,0.4510334645669291,
20-02-2026 17:15,3,ctgan,0.2,472432,118108,16599,455833,50000,522432,0.1274787914982237,0.5345540108807185,0.4510334645669291,
20-02-2026 17:15,3,tabddpm,0.05,472432,118108,16599,455833,8266,480698,0.051726863852148336,0.5373635210210976,0.44586614173228345,
20-02-2026 17:16,3,tabddpm,0.1,472432,118108,16599,455833,35894,508326,0.10326640777768598,0.5310769656697457,0.4448818897637795,
20-02-2026 17:17,3,tabddpm,0.2,472432,118108,16599,455833,50000,522432,0.1274787914982237,0.5341894441036733,0.4507874015748031,
