timestamp,fold,delay_days,run_id,method,target_pos_rate,train_rows,val_rows,train_pos,train_neg,synth_rows,final_train_rows,final_pos_rate,pr_auc,recall_at_1pct_fpr,notes
29-03-2026 23:03,0,0,20260329_230311,baseline,,118108,118108,2826,115282,0,118108,0.02392725302265723,0.5434769390312724,0.45752324598478444,
29-03-2026 23:08,0,0,20260329_230311,ctgan,0.05,118108,118108,2826,115282,3391,121499,0.051169145425065225,0.5533164375088799,0.46724429416737107,
29-03-2026 23:12,0,0,20260329_230311,ctgan,0.1,118108,118108,2826,115282,10298,128406,0.10220706197529711,0.5496762905032757,0.4554099746407439,
29-03-2026 23:17,0,0,20260329_230311,ctgan,0.2,118108,118108,2826,115282,26701,144809,0.20390307232285287,0.5506118772623172,0.46048182586644126,
29-03-2026 23:18,0,0,20260329_230311,tabddpm,0.05,118108,118108,2826,115282,3391,121499,0.051169145425065225,0.5521550317261201,0.4619611158072697,
29-03-2026 23:21,0,0,20260329_230311,tabddpm,0.1,118108,118108,2826,115282,10298,128406,0.10220706197529711,0.5555958609212333,0.463229078613694,
29-03-2026 23:27,0,0,20260329_230311,tabddpm,0.2,118108,118108,2826,115282,26701,144809,0.20390307232285287,0.5522540644777433,0.45836855452240066,
29-03-2026 23:28,0,0,20260329_230311,smote,0.05,118108,118108,2826,115282,0,118108,0.05,0.5531311584488352,0.4647083685545224,
29-03-2026 23:28,0,0,20260329_230311,smote,0.1,118108,118108,2826,115282,0,118108,0.1,0.5472202086016348,0.4547759932375317,
29-03-2026 23:28,0,0,20260329_230311,smote,0.2,118108,118108,2826,115282,0,118108,0.2,0.5495679204465815,0.46048182586644126,
29-03-2026 23:29,1,0,20260329_230311,baseline,,236216,118108,7558,228658,0,236216,0.0319961391269008,0.5778163924869011,0.4785553047404063,
29-03-2026 23:41,1,0,20260329_230311,ctgan,0.05,236216,118108,7558,228658,4875,241091,0.051569739227096824,0.5866666832763012,0.49593679458239276,
30-03-2026 01:17,1,0,20260329_230311,ctgan,0.1,236216,118108,7558,228658,18689,254905,0.10296777230733019,0.575340716089465,0.47584650112866816,
30-03-2026 01:30,1,0,20260329_230311,ctgan,0.2,236216,118108,7558,228658,50000,286216,0.20109986863068452,0.573845471728541,0.47923250564334086,
30-03-2026 01:32,1,0,20260329_230311,tabddpm,0.05,236216,118108,7558,228658,4875,241091,0.051569739227096824,0.5610097037681845,0.45778781038374716,
30-03-2026 01:36,1,0,20260329_230311,tabddpm,0.1,236216,118108,7558,228658,18689,254905,0.10296777230733019,0.5586537055060905,0.46433408577878105,
30-03-2026 02:19,1,0,20260329_230311,tabddpm,0.2,236216,118108,7558,228658,50000,286216,0.20109986863068452,0.53951297229675,0.4437923250564334,
30-03-2026 02:19,1,0,20260329_230311,smote,0.05,236216,118108,7558,228658,0,236216,0.05,0.5755926017848177,0.48081264108352145,
30-03-2026 02:19,1,0,20260329_230311,smote,0.1,236216,118108,7558,228658,0,236216,0.1,0.575326004000788,0.48623024830699774,
30-03-2026 02:20,1,0,20260329_230311,smote,0.2,236216,118108,7558,228658,0,236216,0.2,0.5688939041899804,0.4765237020316027,
30-03-2026 02:20,2,0,20260329_230311,baseline,,354324,118108,11988,342336,0,354324,0.03383344057980831,0.6007340496930021,0.5046627629581436,
30-03-2026 02:37,2,0,20260329_230311,ctgan,0.05,354324,118108,11988,342336,6661,360985,0.051661426375057135,0.6015564353951968,0.49793970939058774,
30-03-2026 02:55,2,0,20260329_230311,ctgan,0.1,354324,118108,11988,342336,27382,381706,0.10314220892519374,0.5928610790812788,0.499457818260681,
30-03-2026 03:13,2,0,20260329_230311,ctgan,0.2,354324,118108,11988,342336,50000,404324,0.15331268982301322,0.5941808726913507,0.4936022554760356,
30-03-2026 03:15,2,0,20260329_230311,tabddpm,0.05,354324,118108,11988,342336,6661,360985,0.051661426375057135,0.5982264714251726,0.5061808718282368,
30-03-2026 03:21,2,0,20260329_230311,tabddpm,0.1,354324,118108,11988,342336,27382,381706,0.10314220892519374,0.5922496773215863,0.49663847321622206,
30-03-2026 03:31,2,0,20260329_230311,tabddpm,0.2,354324,118108,11988,342336,50000,404324,0.15331268982301322,0.5944181651098,0.5011927998265019,
30-03-2026 03:32,2,0,20260329_230311,smote,0.05,354324,118108,11988,342336,0,354324,0.05,0.5954587448481448,0.49793970939058774,
30-03-2026 03:32,2,0,20260329_230311,smote,0.1,354324,118108,11988,342336,0,354324,0.1,0.5962484854029583,0.49793970939058774,
30-03-2026 03:32,2,0,20260329_230311,smote,0.2,354324,118108,11988,342336,0,354324,0.2,0.5947635598678997,0.49598785512903926,
30-03-2026 03:33,3,0,20260329_230311,baseline,,472432,118108,16599,455833,0,472432,0.03513521522674162,0.5336896271880447,0.4453740157480315,
30-03-2026 03:57,3,0,20260329_230311,ctgan,0.05,472432,118108,16599,455833,8266,480698,0.051726863852148336,0.5385241894303034,0.453740157480315,
30-03-2026 04:23,3,0,20260329_230311,ctgan,0.1,472432,118108,16599,455833,35894,508326,0.10326640777768598,0.5400144960507121,0.453740157480315,
30-03-2026 07:23,3,0,20260329_230311,ctgan,0.2,472432,118108,16599,455833,50000,522432,0.1274787914982237,0.5335166342552082,0.44562007874015747,
30-03-2026 07:26,3,0,20260329_230311,tabddpm,0.05,472432,118108,16599,455833,8266,480698,0.051726863852148336,0.5360301070517385,0.4500492125984252,
30-03-2026 07:33,3,0,20260329_230311,tabddpm,0.1,472432,118108,16599,455833,35894,508326,0.10326640777768598,0.534795330572672,0.44881889763779526,
30-03-2026 07:44,3,0,20260329_230311,tabddpm,0.2,472432,118108,16599,455833,50000,522432,0.1274787914982237,0.5308600120981699,0.4431594488188976,
30-03-2026 07:45,3,0,20260329_230311,smote,0.05,472432,118108,16599,455833,0,472432,0.05,0.5414702431458217,0.46013779527559057,
30-03-2026 07:45,3,0,20260329_230311,smote,0.1,472432,118108,16599,455833,0,472432,0.1,0.53708254697452,0.4566929133858268,
30-03-2026 07:46,3,0,20260329_230311,smote,0.2,472432,118108,16599,455833,0,472432,0.2,0.5288527073228735,0.4498031496062992,
