timestamp,fold,method,target_pos_rate,train_rows,val_rows,train_pos,train_neg,synth_rows,final_train_rows,final_pos_rate,pr_auc,recall_at_1pct_fpr,notes
22-02-2026 20:25,0,baseline,,118108,118108,2826,115282,0,118108,0.02392725302265723,0.5434769390312724,0.45752324598478444,
22-02-2026 20:26,0,ctgan,0.05,118108,118108,2826,115282,3391,121499,0.051169145425065225,0.5472749151014523,0.45984784446322907,
22-02-2026 20:26,0,ctgan_recency03,0.05,118108,118108,2826,115282,3391,121499,0.051169145425065225,0.5530774104232925,0.4661876584953508,recency_frac=0.3
22-02-2026 20:26,0,ctgan,0.1,118108,118108,2826,115282,10298,128406,0.10220706197529711,0.5604088740259883,0.4714708368554522,
22-02-2026 20:27,0,ctgan_recency03,0.1,118108,118108,2826,115282,10298,128406,0.10220706197529711,0.5521801113218987,0.4623837700760778,recency_frac=0.3
22-02-2026 20:27,0,ctgan,0.2,118108,118108,2826,115282,26701,144809,0.20390307232285287,0.5479637187122639,0.4535080304311074,
22-02-2026 20:27,0,ctgan_recency03,0.2,118108,118108,2826,115282,26701,144809,0.20390307232285287,0.54702878003215,0.4613271344040575,recency_frac=0.3
22-02-2026 20:28,0,tabddpm,0.05,118108,118108,2826,115282,3391,121499,0.051169145425065225,0.5519551386192652,0.46639898562975485,
22-02-2026 20:28,0,tabddpm_recency03,0.05,118108,118108,2826,115282,3391,121499,0.051169145425065225,0.5558609073778594,0.46639898562975485,recency_frac=0.3
22-02-2026 20:28,0,tabddpm,0.1,118108,118108,2826,115282,10298,128406,0.10220706197529711,0.5521443727439841,0.4642857142857143,
22-02-2026 20:29,0,tabddpm_recency03,0.1,118108,118108,2826,115282,10298,128406,0.10220706197529711,0.5522373766801609,0.46703296703296704,recency_frac=0.3
22-02-2026 20:29,0,tabddpm,0.2,118108,118108,2826,115282,26701,144809,0.20390307232285287,0.5523865884858846,0.45984784446322907,
22-02-2026 20:30,0,tabddpm_recency03,0.2,118108,118108,2826,115282,26701,144809,0.20390307232285287,0.5570719080102438,0.463229078613694,recency_frac=0.3
22-02-2026 20:30,0,smote,0.05,118108,118108,2826,115282,0,118108,0.05,0.5531311584488352,0.4647083685545224,
22-02-2026 20:30,0,smote_recency03,0.05,118108,118108,2826,115282,0,118108,0.05,0.5113547335687898,0.43258664412510567,recency_frac=0.3
