timestamp,fold,delay_days,run_id,method,target_pos_rate,train_rows,val_rows,train_pos,train_neg,synth_rows,final_train_rows,final_pos_rate,pr_auc,recall_at_1pct_fpr,notes
01-04-2026 20:06,0,0,20260330_180216,smote_tabddpm,0.05,295270,295270,9894,285376,5647,300917,0.051645470345643485,0.4964373091065519,0.4053301142167332,smote_pretrain_pos_rate=0.1
01-04-2026 20:11,0,0,20260330_180216,smote_tabddpm,0.1,295270,295270,9894,285376,22914,318184,0.10311015010182788,0.4920797184211142,0.4018943263069923,smote_pretrain_pos_rate=0.1
01-04-2026 20:22,0,0,20260330_180216,smote_tabddpm,0.2,295270,295270,9894,285376,50000,345270,0.1734700379413213,0.49310657977939937,0.4005942984492525,smote_pretrain_pos_rate=0.1
02-04-2026 11:30,1,0,20260330_180216,smote_tabddpm,0.05,131231,65615,3260,127971,3647,134878,0.05120924094366761,0.5926022532845491,0.505242718446602,smote_pretrain_pos_rate=0.1
02-04-2026 11:33,1,0,20260330_180216,smote_tabddpm,0.1,131231,65615,3260,127971,11322,142553,0.10229177919791235,0.5974254945530969,0.5087378640776699,smote_pretrain_pos_rate=0.1
02-04-2026 11:38,1,0,20260330_180216,smote_tabddpm,0.2,131231,65615,3260,127971,29548,160779,0.2040564999160338,0.5914805109782422,0.5060194174757282,smote_pretrain_pos_rate=0.1
02-04-2026 11:41,2,0,20260330_180216,smote_tabddpm,0.05,196846,65616,5835,191011,4526,201372,0.051452039012375106,0.6288022460030304,0.5014144271570015,smote_pretrain_pos_rate=0.1
02-04-2026 11:44,2,0,20260330_180216,smote_tabddpm,0.1,196846,65616,5835,191011,16037,212883,0.10274188169088184,0.6226909751572947,0.49929278642149927,smote_pretrain_pos_rate=0.1
02-04-2026 11:52,2,0,20260330_180216,smote_tabddpm,0.2,196846,65616,5835,191011,43377,240223,0.20485965124072217,0.6311271306616612,0.49893917963224893,smote_pretrain_pos_rate=0.1
02-04-2026 11:55,3,0,20260330_180216,smote_tabddpm,0.05,262462,65615,8663,253799,5151,267613,0.05161931595251352,0.5651996906987823,0.4643004539826661,smote_pretrain_pos_rate=0.1
02-04-2026 12:00,3,0,20260330_180216,smote_tabddpm,0.1,262462,65615,8663,253799,20500,282962,0.10306330885419243,0.5845412558568155,0.48782501031778785,smote_pretrain_pos_rate=0.1
02-04-2026 12:10,3,0,20260330_180216,smote_tabddpm,0.2,262462,65615,8663,253799,50000,312462,0.1877444297226543,0.5577768153401708,0.4803962030540652,smote_pretrain_pos_rate=0.1
02-04-2026 12:13,4,0,20260330_180216,smote_tabddpm,0.05,328077,65616,11086,316991,6182,334259,0.051660538684074324,0.5541172300309036,0.4699278267842823,smote_pretrain_pos_rate=0.1
02-04-2026 12:19,4,0,20260330_180216,smote_tabddpm,0.1,328077,65616,11086,316991,25368,353445,0.10313910226485026,0.5440350951767685,0.46391339214113875,smote_pretrain_pos_rate=0.1
02-04-2026 12:30,4,0,20260330_180216,smote_tabddpm,0.2,328077,65616,11086,316991,50000,378077,0.16157026214236783,0.4956327486326947,0.4061748195669607,smote_pretrain_pos_rate=0.1
02-04-2026 12:34,5,0,20260330_180216,smote_tabddpm,0.05,393693,65615,13580,380113,7141,400834,0.051694716516064006,0.6259326306016579,0.5222222222222223,smote_pretrain_pos_rate=0.1
02-04-2026 12:41,5,0,20260330_180216,smote_tabddpm,0.1,393693,65615,13580,380113,30164,423857,0.10320461853879964,0.6224160654902419,0.5302681992337165,smote_pretrain_pos_rate=0.1
02-04-2026 12:51,5,0,20260330_180216,smote_tabddpm,0.2,393693,65615,13580,380113,50000,443693,0.14329727987595026,0.6308942577718897,0.5272030651340996,smote_pretrain_pos_rate=0.1
02-04-2026 12:56,6,0,20260330_180216,smote_tabddpm,0.05,459308,65616,16190,443118,7985,467293,0.05173413682635948,0.5515376605279299,0.47459252157238735,smote_pretrain_pos_rate=0.1
02-04-2026 13:04,6,0,20260330_180216,smote_tabddpm,0.1,459308,65616,16190,443118,34845,494153,0.10327772977195322,0.5487956392778377,0.4707574304889741,smote_pretrain_pos_rate=0.1
02-04-2026 13:45,6,0,20260330_180216,smote_tabddpm,0.2,459308,65616,16190,443118,50000,509308,0.12996065249318683,0.5454015006839625,0.4669223394055609,smote_pretrain_pos_rate=0.1
02-04-2026 13:52,7,0,20260330_180216,smote_tabddpm,0.05,524924,65616,18276,506648,9352,534276,0.051711100629637116,0.5675441198114817,0.49895266024298285,smote_pretrain_pos_rate=0.1
02-04-2026 14:02,7,0,20260330_180216,smote_tabddpm,0.1,524924,65616,18276,506648,40049,564973,0.10323502185060171,0.5751679061298293,0.48596564725596986,smote_pretrain_pos_rate=0.1
02-04-2026 14:15,7,0,20260330_180216,smote_tabddpm,0.2,524924,65616,18276,506648,50000,574924,0.11875656608525649,0.5667092291894006,0.4939254294093004,smote_pretrain_pos_rate=0.1
